"","modgene","modtype","modchr","modstart","modend","modfeature"
"2778","PA2910","1","NC_002516.2",3264987,3264988,"inside"
"2779","PA2914","1","NC_002516.2",3269337,3269338,"upstream"
"2780","PA2920","1","NC_002516.2",3275425,3275426,"inside"
"2781","PA2923","1","NC_002516.2",3278117,3278118,"upstream"
"2782","PA2923","1","NC_002516.2",3278183,3278184,"upstream"
"2783","PA2924","1","NC_002516.2",3279656,3279657,"inside"
"2784","PA2927","1","NC_002516.2",3281727,3281728,"upstream"
"2785","PA2927","1","NC_002516.2",3282009,3282010,"inside"
"2786","PA2930","1","NC_002516.2",3286107,3286108,"inside"
"2787","PA2938","1","NC_002516.2",3293290,3293291,"inside"
"2788","PA2943","1","NC_002516.2",3301542,3301543,"downstream"
"2789","PA2945","1","NC_002516.2",3305079,3305080,"inside"
"2790","PA2949","1","NC_002516.2",3307980,3307981,"upstream"
"2791","PA2949","1","NC_002516.2",3309392,3309393,"downstream"
"2792","PA2950","1","NC_002516.2",3310515,3310516,"inside"
"2793","PA2950","1","NC_002516.2",3310855,3310856,"upstream"
"2794","PA2950","1","NC_002516.2",3310988,3310989,"upstream"
"2795","PA2951","1","NC_002516.2",3312004,3312005,"upstream"
"2796","PA2952","1","NC_002516.2",3312288,3312289,"inside"
"2797","PA2956","1","NC_002516.2",3317026,3317027,"upstream"
"2798","PA2959","1","NC_002516.2",3319651,3319652,"inside"
"2799","PA2962","1","NC_002516.2",3322064,3322065,"upstream"
"2800","PA2969","1","NC_002516.2",3327646,3327647,"inside"
"2801","PA2972","1","NC_002516.2",3329585,3329586,"inside"
"2802","PA2974","1","NC_002516.2",3331571,3331572,"upstream"
"2803","PA2978","1","NC_002516.2",3338049,3338050,"upstream"
"2804","PA2979","1","NC_002516.2",3338352,3338353,"inside"
"2805","PA2980","1","NC_002516.2",3338568,3338569,"inside"
"2806","PA2981","1","NC_002516.2",3339478,3339479,"inside"
"2807","PA2985","1","NC_002516.2",3343429,3343430,"inside"
"2808","PA2985","1","NC_002516.2",3344048,3344049,"downstream"
"2809","PA2985","1","NC_002516.2",3344081,3344082,"downstream"
"2810","PA2986","1","NC_002516.2",3344159,3344160,"inside"
"2811","PA2986","1","NC_002516.2",3344198,3344199,"inside"
"2812","PA2986","1","NC_002516.2",3344958,3344959,"inside"
"2813","PA2987","1","NC_002516.2",3346188,3346189,"upstream"
"2814","PA2988","1","NC_002516.2",3346954,3346955,"inside"
"2815","PA2990","1","NC_002516.2",3349028,3349029,"downstream"
"2816","PA2994","1","NC_002516.2",3352767,3352768,"inside"
"2817","PA2994","1","NC_002516.2",3352802,3352803,"inside"
"2818","PA2996","1","NC_002516.2",3354140,3354141,"inside"
"2819","PA2997","1","NC_002516.2",3355067,3355068,"upstream"
"2820","PA3000","1","NC_002516.2",3358551,3358552,"inside"
"2821","PA3000","1","NC_002516.2",3359464,3359465,"upstream"
"2822","PA3001","1","NC_002516.2",3360497,3360498,"inside"
"2823","PA3003","1","NC_002516.2",3363785,3363786,"upstream"
"2824","PA3007","1","NC_002516.2",3368164,3368165,"inside"
"2825","PA3018","1","NC_002516.2",3379968,3379969,"upstream"
"2826","PA3039","1","NC_002516.2",3402404,3402405,"inside"
"2827","PA3050","1","NC_002516.2",3415472,3415473,"inside"
"2828","PA3054","1","NC_002516.2",3418984,3418985,"inside"
"2829","PA3054","1","NC_002516.2",3419197,3419198,"inside"
"2830","PA3058","1","NC_002516.2",3423281,3423282,"upstream"
"2831","PA3058","1","NC_002516.2",3423419,3423420,"upstream"
"2832","PA3060","1","NC_002516.2",3425335,3425336,"inside"
"2833","PA3060","1","NC_002516.2",3426242,3426243,"upstream"
"2834","PA3063","1","NC_002516.2",3431291,3431292,"upstream"
"2835","PA3067","1","NC_002516.2",3438726,3438727,"upstream"
"2836","PA3067","1","NC_002516.2",3438897,3438898,"upstream"
"2837","PA3068","1","NC_002516.2",3440118,3440119,"inside"
"2838","PA3077","1","NC_002516.2",3450865,3450866,"inside"
"2839","PA3078","1","NC_002516.2",3451536,3451537,"inside"
"2840","PA3079","1","NC_002516.2",3453682,3453683,"inside"
"2841","PA3079","1","NC_002516.2",3454489,3454490,"inside"
"2842","PA3082","1","NC_002516.2",3461115,3461116,"upstream"
"2843","PA3083","1","NC_002516.2",3462255,3462256,"inside"
"2844","PA3087","1","NC_002516.2",3466029,3466030,"inside"
"2845","PA3087","1","NC_002516.2",3466494,3466495,"upstream"
"2846","PA3089a","1","NC_002516.2",3468885,3468886,"inside"
"2847","PA3089a","1","NC_002516.2",3469411,3469412,"upstream"
"2848","PA3092","1","NC_002516.2",3471652,3471653,"inside"
"2849","PA3096","1","NC_002516.2",3477774,3477775,"upstream"
"2850","PA3098","1","NC_002516.2",3479422,3479423,"upstream"
"2851","PA3101","1","NC_002516.2",3481085,3481086,"upstream"
"2852","PA3102","1","NC_002516.2",3481378,3481379,"inside"
"2853","PA3102","1","NC_002516.2",3482407,3482408,"upstream"
"2854","PA3105","1","NC_002516.2",3484788,3484789,"inside"
"2855","PA3107","1","NC_002516.2",3488580,3488581,"upstream"
"2856","PA3108","1","NC_002516.2",3489714,3489715,"inside"
"2857","PA3116","1","NC_002516.2",3499853,3499854,"upstream"
"2858","PA3125","1","NC_002516.2",3507854,3507855,"inside"
"2859","PA3130","1","NC_002516.2",3512383,3512384,"inside"
"2860","PA3137","1","NC_002516.2",3519972,3519973,"inside"
"2861","PA3148","1","NC_002516.2",3532982,3532983,"upstream"
"2862","PA3150","1","NC_002516.2",3535342,3535343,"upstream"
"2863","PA3160","1","NC_002516.2",3547411,3547412,"upstream"
"2864","PA3163","1","NC_002516.2",3550478,3550479,"inside"
"2865","PA3165","1","NC_002516.2",3554226,3554227,"upstream"
"2866","PA3167","1","NC_002516.2",3556742,3556743,"upstream"
"2867","PA3168","1","NC_002516.2",3558725,3558726,"inside"
"2868","PA3170","1","NC_002516.2",3560744,3560745,"inside"
"2869","PA3174","1","NC_002516.2",3564221,3564222,"upstream"
"2870","PA3177","1","NC_002516.2",3567333,3567334,"upstream"
"2871","PA3184","1","NC_002516.2",3574693,3574694,"inside"
"2872","PA3194","1","NC_002516.2",3587001,3587002,"inside"
"2873","PA3212","1","NC_002516.2",3601629,3601630,"inside"
"2874","PA3219","1","NC_002516.2",3608861,3608862,"inside"
"2875","PA3219","1","NC_002516.2",3608880,3608881,"inside"
"2876","PA3223","1","NC_002516.2",3612061,3612062,"upstream"
"2877","PA3227","1","NC_002516.2",3614112,3614113,"upstream"
"2878","PA3228","1","NC_002516.2",3615271,3615272,"inside"
"2879","PA3228","1","NC_002516.2",3615443,3615444,"inside"
"2880","PA3229","1","NC_002516.2",3616109,3616110,"upstream"
"2881","PA3229","1","NC_002516.2",3616250,3616251,"upstream"
"2882","PA3229","1","NC_002516.2",3617697,3617698,"downstream"
"2883","PA3233","1","NC_002516.2",3622189,3622190,"upstream"
"2884","PA3240","1","NC_002516.2",3627580,3627581,"inside"
"2885","PA3243","1","NC_002516.2",3630777,3630778,"inside"
"2886","PA3249","1","NC_002516.2",3636130,3636131,"inside"
"2887","PA3253","1","NC_002516.2",3639335,3639336,"upstream"
"2888","PA3257","1","NC_002516.2",3643837,3643838,"inside"
"2889","PA3257","1","NC_002516.2",3643971,3643972,"inside"
"2890","PA3261","1","NC_002516.2",3648275,3648276,"inside"
"2891","PA3262","1","NC_002516.2",3650428,3650429,"inside"
"2892","PA3268","1","NC_002516.2",3657811,3657812,"inside"
"2893","PA3271","1","NC_002516.2",3660052,3660053,"inside"
"2894","PA3271","1","NC_002516.2",3660397,3660398,"inside"
"2895","PA3271","1","NC_002516.2",3661522,3661523,"inside"
"2896","PA3272","1","NC_002516.2",3667109,3667110,"inside"
"2897","PA3272","1","NC_002516.2",3667172,3667173,"inside"
"2898","PA3278","1","NC_002516.2",3671300,3671301,"upstream"
"2899","PA3278","1","NC_002516.2",3671599,3671600,"upstream"
"2900","PA3279","1","NC_002516.2",3673081,3673082,"upstream"
"2901","PA3286","1","NC_002516.2",3678913,3678914,"inside"
"2902","PA3289","1","NC_002516.2",3681116,3681117,"inside"
"2903","PA3290","1","NC_002516.2",3682725,3682726,"inside"
"2904","PA3292","1","NC_002516.2",3686152,3686153,"upstream"
"2905","PA3296","1","NC_002516.2",3690681,3690682,"inside"
"2906","PA3305","1","NC_002516.2",3704529,3704530,"inside"
"2907","PA3305","1","NC_002516.2",3705022,3705023,"inside"
"2908","PA3309","1","NC_002516.2",3711101,3711102,"downstream"
"2909","PA3320","1","NC_002516.2",3723192,3723193,"inside"
"2910","PA3323","1","NC_002516.2",3725610,3725611,"inside"
"2911","PA3330","1","NC_002516.2",3740485,3740486,"inside"
"2912","PA3333","1","NC_002516.2",3743129,3743130,"inside"
"2913","PA3337","1","NC_002516.2",3746294,3746295,"inside"
"2914","PA3339","1","NC_002516.2",3747606,3747607,"inside"
"2915","PA3340","1","NC_002516.2",3749824,3749825,"inside"
"2916","PA3340","1","NC_002516.2",3751627,3751628,"inside"
"2917","PA3343","1","NC_002516.2",3754336,3754337,"inside"
"2918","PA3343","1","NC_002516.2",3755850,3755851,"upstream"
"2919","PA3347","1","NC_002516.2",3759638,3759639,"inside"
"2920","PA3350","1","NC_002516.2",3762207,3762208,"inside"
"2921","PA3355","1","NC_002516.2",3765901,3765902,"inside"
"2922","PA3355","1","NC_002516.2",3766230,3766231,"inside"
"2923","PA3359","1","NC_002516.2",3771347,3771348,"inside"
"2924","PA3369","1","NC_002516.2",3779504,3779505,"upstream"
"2925","PA3374","1","NC_002516.2",3782745,3782746,"inside"
"2926","PA3385","1","NC_002516.2",3791446,3791447,"inside"
"2927","PA3393","1","NC_002516.2",3798517,3798518,"upstream"
"2928","PA3393","1","NC_002516.2",3798802,3798803,"upstream"
"2929","PA3393","1","NC_002516.2",3798821,3798822,"upstream"
"2930","PA3399","1","NC_002516.2",3804492,3804493,"downstream"
"2931","PA3399","1","NC_002516.2",3805106,3805107,"upstream"
"2932","PA3401","1","NC_002516.2",3807099,3807100,"inside"
"2933","PA3410","1","NC_002516.2",3818939,3818940,"inside"
"2934","PA3415","1","NC_002516.2",3822620,3822621,"upstream"
"2935","PA3416","1","NC_002516.2",3823007,3823008,"inside"
"2936","PA3420","1","NC_002516.2",3829702,3829703,"upstream"
"2937","PA3437","1","NC_002516.2",3845058,3845059,"inside"
"2938","PA3441","1","NC_002516.2",3847751,3847752,"inside"
"2939","PA3442","1","NC_002516.2",3848469,3848470,"inside"
"2940","PA3443","1","NC_002516.2",3849194,3849195,"inside"
"2941","PA3444","1","NC_002516.2",3851082,3851083,"upstream"
"2942","PA3448","1","NC_002516.2",3853828,3853829,"inside"
"2943","PA3452","1","NC_002516.2",3857868,3857869,"inside"
"2944","PA3453","1","NC_002516.2",3859590,3859591,"upstream"
"2945","PA3454","1","NC_002516.2",3860071,3860072,"inside"
"2946","PA3457","1","NC_002516.2",3864917,3864918,"inside"
"2947","PA3458","1","NC_002516.2",3865605,3865606,"inside"
"2948","PA3460","1","NC_002516.2",3867250,3867251,"upstream"
"2949","PA3463","1","NC_002516.2",3873353,3873354,"upstream"
"2950","PA3468","1","NC_002516.2",3881570,3881571,"inside"
"2951","PA3469","1","NC_002516.2",3882465,3882466,"inside"
"2952","PA3470","1","NC_002516.2",3882840,3882841,"upstream"
"2953","PA3470","1","NC_002516.2",3884107,3884108,"downstream"
"2954","PA3471","1","NC_002516.2",3884805,3884806,"inside"
"2955","PA3477","1","NC_002516.2",3890289,3890290,"inside"
"2956","PA3478","1","NC_002516.2",3891789,3891790,"inside"
"2957","PA3480","1","NC_002516.2",3894102,3894103,"upstream"
"2958","PA3492","1","NC_002516.2",3910410,3910411,"upstream"
"2959","PA3498","1","NC_002516.2",3916177,3916178,"inside"
"2960","PA3506","1","NC_002516.2",3923459,3923460,"inside"
"2961","PA3507","1","NC_002516.2",3924725,3924726,"upstream"
"2962","PA3513","1","NC_002516.2",3929650,3929651,"upstream"
"2963","PA3516","1","NC_002516.2",3932761,3932762,"inside"
"2964","PA3518","1","NC_002516.2",3935501,3935502,"inside"
"2965","PA3521","1","NC_002516.2",3938530,3938531,"inside"
"2966","PA3521","1","NC_002516.2",3939810,3939811,"upstream"
"2967","PA3522","1","NC_002516.2",3941433,3941434,"inside"
"2968","PA3522","1","NC_002516.2",3941595,3941596,"inside"
"2969","PA3522","1","NC_002516.2",3942432,3942433,"inside"
"2970","PA3523","1","NC_002516.2",3943287,3943288,"inside"
"2971","PA3524","1","NC_002516.2",3944101,3944102,"upstream"
"2972","PA3524","1","NC_002516.2",3944107,3944108,"upstream"
"2973","PA3527","1","NC_002516.2",3947530,3947531,"inside"
"2974","PA3528","1","NC_002516.2",3948031,3948032,"upstream"
"2975","PA3531","1","NC_002516.2",3950713,3950714,"inside"
"2976","PA3534","1","NC_002516.2",3953640,3953641,"inside"
"2977","PA3536","1","NC_002516.2",3958363,3958364,"inside"
"2978","PA3541","1","NC_002516.2",3963950,3963951,"upstream"
"2979","PA3542","1","NC_002516.2",3965235,3965236,"upstream"
"2980","PA3542","1","NC_002516.2",3966346,3966347,"inside"
"2981","PA3543","1","NC_002516.2",3967604,3967605,"inside"
"2982","PA3547","1","NC_002516.2",3972381,3972382,"upstream"
"2983","PA3553","1","NC_002516.2",3981029,3981030,"inside"
"2984","PA3553","1","NC_002516.2",3981137,3981138,"inside"
"2985","PA3554","1","NC_002516.2",3982111,3982112,"inside"
"2986","PA3554","1","NC_002516.2",3982993,3982994,"inside"
"2987","PA3555","1","NC_002516.2",3983605,3983606,"upstream"
"2988","PA3568","1","NC_002516.2",4000249,4000250,"inside"
"2989","PA3568","1","NC_002516.2",4000886,4000887,"inside"
"2990","PA3572","1","NC_002516.2",4005046,4005047,"downstream"
"2991","PA3573","1","NC_002516.2",4005789,4005790,"inside"
"2992","PA3574a","1","NC_002516.2",4006980,4006981,"downstream"
"2993","PA3580","1","NC_002516.2",4012293,4012294,"inside"
"2994","PA3582","1","NC_002516.2",4014390,4014391,"inside"
"2995","PA3584","1","NC_002516.2",4016077,4016078,"upstream"
"2996","PA3585","1","NC_002516.2",4018657,4018658,"downstream"
"2997","PA3590","1","NC_002516.2",4024073,4024074,"inside"
"2998","PA3590","1","NC_002516.2",4024577,4024578,"inside"
"2999","PA3595","1","NC_002516.2",4030530,4030531,"inside"
"3000","PA3595","1","NC_002516.2",4030776,4030777,"inside"
"3001","PA3596","1","NC_002516.2",4032931,4032932,"upstream"
"3002","PA3597","1","NC_002516.2",4033240,4033241,"inside"
"3003","PA3597","1","NC_002516.2",4033259,4033260,"inside"
"3004","PA3605","1","NC_002516.2",4039441,4039442,"inside"
"3005","PA3605","1","NC_002516.2",4039449,4039450,"inside"
"3006","PA3608","1","NC_002516.2",4042597,4042598,"inside"
"3007","PA3611","1","NC_002516.2",4044798,4044799,"upstream"
"3008","PA3611","1","NC_002516.2",4045162,4045163,"inside"
"3009","PA3622","1","NC_002516.2",4058383,4058384,"inside"
"3010","PA3622","1","NC_002516.2",4058628,4058629,"inside"
"3011","PA3628","1","NC_002516.2",4064118,4064119,"upstream"
"3012","PA3628","1","NC_002516.2",4064241,4064242,"upstream"
"3013","PA3633","1","NC_002516.2",4068203,4068204,"inside"
"3014","PA3634","1","NC_002516.2",4069056,4069057,"upstream"
"3015","PA3636","1","NC_002516.2",4070834,4070835,"inside"
"3016","PA3637","1","NC_002516.2",4073235,4073236,"upstream"
"3017","PA3639","1","NC_002516.2",4076153,4076154,"upstream"
"3018","PA3639","1","NC_002516.2",4076588,4076589,"upstream"
"3019","PA3645","1","NC_002516.2",4083622,4083623,"upstream"
"3020","PA3648","1","NC_002516.2",4087531,4087532,"upstream"
"3021","PA3649","1","NC_002516.2",4088264,4088265,"inside"
"3022","PA3649","1","NC_002516.2",4088579,4088580,"inside"
"3023","PA3650","1","NC_002516.2",4090057,4090058,"inside"
"3024","PA3653","1","NC_002516.2",4091995,4091996,"inside"
"3025","PA3654","1","NC_002516.2",4092627,4092628,"inside"
"3026","PA3655","1","NC_002516.2",4093803,4093804,"inside"
"3027","PA3656","1","NC_002516.2",4094698,4094699,"inside"
"3028","PA3669","1","NC_002516.2",4109179,4109180,"upstream"
"3029","PA3671","1","NC_002516.2",4111519,4111520,"upstream"
"3030","PA3673","1","NC_002516.2",4112660,4112661,"inside"
"3031","PA3673","1","NC_002516.2",4112905,4112906,"inside"
"3032","PA3674","1","NC_002516.2",4113869,4113870,"upstream"
"3033","PA3674","1","NC_002516.2",4115127,4115128,"inside"
"3034","PA3676","1","NC_002516.2",4118744,4118745,"inside"
"3035","PA3679","1","NC_002516.2",4121549,4121550,"inside"
"3036","PA3687","1","NC_002516.2",4129805,4129806,"inside"
"3037","PA3693","1","NC_002516.2",4135743,4135744,"inside"
"3038","PA3696","1","NC_002516.2",4137889,4137890,"inside"
"3039","PA3697","1","NC_002516.2",4138832,4138833,"inside"
"3040","PA3699","1","NC_002516.2",4140439,4140440,"inside"
"3041","PA3703","1","NC_002516.2",4145854,4145855,"inside"
"3042","PA3703","1","NC_002516.2",4145929,4145930,"inside"
"3043","PA3703","1","NC_002516.2",4146411,4146412,"upstream"
"3044","PA3705","1","NC_002516.2",4148700,4148701,"inside"
"3045","PA3708","1","NC_002516.2",4151826,4151827,"inside"
"3046","PA3709","1","NC_002516.2",4153847,4153848,"inside"
"3047","PA3709","1","NC_002516.2",4155095,4155096,"upstream"
"3048","PA3711","1","NC_002516.2",4156757,4156758,"inside"
"3049","PA3714","1","NC_002516.2",4160581,4160582,"inside"
"3050","PA3721","1","NC_002516.2",4166743,4166744,"inside"
"3051","PA3725","1","NC_002516.2",4172145,4172146,"inside"
"3052","PA3725","1","NC_002516.2",4172617,4172618,"upstream"
"3053","PA3727","1","NC_002516.2",4175335,4175336,"upstream"
"3054","PA3727","1","NC_002516.2",4175584,4175585,"upstream"
"3055","PA3728","1","NC_002516.2",4178935,4178936,"inside"
"3056","PA3733","1","NC_002516.2",4183866,4183867,"inside"
"3057","PA3735","1","NC_002516.2",4188723,4188724,"upstream"
"3058","PA3736","1","NC_002516.2",4189326,4189327,"inside"
"3059","PA3737","1","NC_002516.2",4190424,4190425,"inside"
"3060","PA3737","1","NC_002516.2",4190689,4190690,"upstream"
"3061","PA3739","1","NC_002516.2",4192660,4192661,"inside"
"3062","PA3742","1","NC_002516.2",4195266,4195267,"inside"
"3063","PA3742","1","NC_002516.2",4195354,4195355,"inside"
"3064","PA3748","1","NC_002516.2",4200406,4200407,"inside"
"3065","PA3749","1","NC_002516.2",4200598,4200599,"upstream"
"3066","PA3761","1","NC_002516.2",4213277,4213278,"inside"
"3067","PA3762","1","NC_002516.2",4216970,4216971,"upstream"
"3068","PA3763","1","NC_002516.2",4219442,4219443,"upstream"
"3069","PA3767","1","NC_002516.2",4224106,4224107,"inside"
"3070","PA3781","1","NC_002516.2",4239955,4239956,"inside"
"3071","PA3782","1","NC_002516.2",4241155,4241156,"downstream"
"3072","PA3787","1","NC_002516.2",4245095,4245096,"inside"
"3073","PA3796","1","NC_002516.2",4254532,4254533,"downstream"
"3074","PA3798","1","NC_002516.2",4257105,4257106,"inside"
"3075","PA3799","1","NC_002516.2",4258815,4258816,"inside"
"3076","PA3802","1","NC_002516.2",4262570,4262571,"upstream"
"3077","PA3813","1","NC_002516.2",4270823,4270824,"inside"
"3078","PA3814","1","NC_002516.2",4271656,4271657,"inside"
"3079","PA3814","1","NC_002516.2",4271878,4271879,"inside"
"3080","PA3815","1","NC_002516.2",4272408,4272409,"inside"
"3081","PA3818","1","NC_002516.2",4274681,4274682,"inside"
"3082","PA3820","1","NC_002516.2",4276997,4276998,"inside"
"3083","PA3821","1","NC_002516.2",4278708,4278709,"inside"
"3084","PA3821","1","NC_002516.2",4278900,4278901,"inside"
"3085","PA3832","1","NC_002516.2",4289879,4289880,"upstream"
"3086","PA3832","1","NC_002516.2",4289962,4289963,"upstream"
"3087","PA3840","1","NC_002516.2",4302206,4302207,"inside"
"3088","PA3852","1","NC_002516.2",4314040,4314041,"upstream"
"3089","PA3860","1","NC_002516.2",4320320,4320321,"inside"
"3090","PA3863","1","NC_002516.2",4324286,4324287,"inside"
"3091","PA3864","1","NC_002516.2",4325203,4325204,"inside"
"3092","PA3867","1","NC_002516.2",4330549,4330550,"inside"
"3093","PA3869","1","NC_002516.2",4332840,4332841,"inside"
"3094","PA3870","1","NC_002516.2",4334191,4334192,"inside"
"3095","PA3870","1","NC_002516.2",4334342,4334343,"inside"
"3096","PA3872","1","NC_002516.2",4335897,4335898,"inside"
"3097","PA3873","1","NC_002516.2",4337113,4337114,"upstream"
"3098","PA3874","1","NC_002516.2",4338442,4338443,"upstream"
"3099","PA3875","1","NC_002516.2",4341408,4341409,"inside"
"3100","PA3886","1","NC_002516.2",4352045,4352046,"inside"
"3101","PA3887","1","NC_002516.2",4353494,4353495,"inside"
"3102","PA3892","1","NC_002516.2",4359022,4359023,"inside"
"3103","PA3892","1","NC_002516.2",4359041,4359042,"inside"
"3104","PA3893","1","NC_002516.2",4361015,4361016,"inside"
"3105","PA3893","1","NC_002516.2",4361930,4361931,"upstream"
"3106","PA3901","1","NC_002516.2",4369610,4369611,"inside"
"3107","PA3902","1","NC_002516.2",4370742,4370743,"downstream"
"3108","PA3915","1","NC_002516.2",4386068,4386069,"upstream"
"3109","PA3929","1","NC_002516.2",4405464,4405465,"upstream"
"3110","PA3929","1","NC_002516.2",4405566,4405567,"upstream"
"3111","PA3930","1","NC_002516.2",4405941,4405942,"inside"
"3112","PA3934","1","NC_002516.2",4412713,4412714,"inside"
"3113","PA3934","1","NC_002516.2",4412946,4412947,"inside"
"3114","PA3940","1","NC_002516.2",4418563,4418564,"inside"
"3115","PA3943","1","NC_002516.2",4422082,4422083,"upstream"
"3116","PA3945","1","NC_002516.2",4423144,4423145,"upstream"
"3117","PA3946","1","NC_002516.2",4427325,4427326,"upstream"
"3118","PA3950","1","NC_002516.2",4431484,4431485,"inside"
"3119","PA3951","1","NC_002516.2",4432763,4432764,"upstream"
"3120","PA3955","1","NC_002516.2",4435064,4435065,"upstream"
"3121","PA3984","1","NC_002516.2",4464804,4464805,"inside"
"3122","PA3985","1","NC_002516.2",4465513,4465514,"inside"
"3123","PA3987","1","NC_002516.2",4468023,4468024,"inside"
"3124","PA3988","1","NC_002516.2",4469900,4469901,"inside"
"3125","PA3996","1","NC_002516.2",4477703,4477704,"inside"
"3126","PA4000","1","NC_002516.2",4480769,4480770,"inside"
"3127","PA4002","1","NC_002516.2",4483075,4483076,"inside"
"3128","PA4003","1","NC_002516.2",4485137,4485138,"inside"
"3129","PA4003","1","NC_002516.2",4485537,4485538,"upstream"
"3130","PA4005","1","NC_002516.2",4486338,4486339,"upstream"
"3131","PA4006","1","NC_002516.2",4487132,4487133,"upstream"
"3132","PA4008","1","NC_002516.2",4488919,4488920,"inside"
"3133","PA4012","1","NC_002516.2",4492528,4492529,"downstream"
"3134","PA4012","1","NC_002516.2",4493513,4493514,"upstream"
"3135","PA4019","1","NC_002516.2",4498770,4498771,"upstream"
"3136","PA4024","1","NC_002516.2",4505901,4505902,"inside"
"3137","PA4024","1","NC_002516.2",4505940,4505941,"inside"
"3138","PA4039","1","NC_002516.2",4520656,4520657,"upstream"
"3139","PA4044","1","NC_002516.2",4527780,4527781,"inside"
"3140","PA4048","1","NC_002516.2",4531175,4531176,"inside"
"3141","PA4049","1","NC_002516.2",4532050,4532051,"inside"
"3142","PA4049","1","NC_002516.2",4532307,4532308,"upstream"
"3143","PA4051","1","NC_002516.2",4533835,4533836,"upstream"
"3144","PA4055","1","NC_002516.2",4536458,4536459,"inside"
"3145","PA4069","1","NC_002516.2",4547259,4547260,"inside"
"3146","PA4072","1","NC_002516.2",4551618,4551619,"upstream"
"3147","PA4073","1","NC_002516.2",4552193,4552194,"inside"
"3148","PA4082","1","NC_002516.2",4564480,4564481,"inside"
"3149","PA4083","1","NC_002516.2",4565925,4565926,"upstream"
"3150","PA4093","1","NC_002516.2",4576109,4576110,"inside"
"3151","PA4102","1","NC_002516.2",4586469,4586470,"inside"
"3152","PA4105","1","NC_002516.2",4589848,4589849,"upstream"
"3153","PA4112","1","NC_002516.2",4599530,4599531,"inside"
"3154","PA4112","1","NC_002516.2",4599549,4599550,"inside"
"3155","PA4112","1","NC_002516.2",4600317,4600318,"upstream"
"3156","PA4123","1","NC_002516.2",4611103,4611104,"inside"
"3157","PA4128","1","NC_002516.2",4616657,4616658,"inside"
"3158","PA4130","1","NC_002516.2",4618498,4618499,"inside"
"3159","PA4133","1","NC_002516.2",4623145,4623146,"inside"
"3160","PA4133","1","NC_002516.2",4623229,4623230,"inside"
"3161","PA4134","1","NC_002516.2",4623808,4623809,"upstream"
"3162","PA4138","1","NC_002516.2",4628947,4628948,"inside"
"3163","PA4142","1","NC_002516.2",4632942,4632943,"inside"
"3164","PA4151","1","NC_002516.2",4644797,4644798,"inside"
"3165","PA4152","1","NC_002516.2",4645478,4645479,"upstream"
"3166","PA4152","1","NC_002516.2",4645719,4645720,"inside"
"3167","PA4160","1","NC_002516.2",4655317,4655318,"upstream"
"3168","PA4160","1","NC_002516.2",4655704,4655705,"inside"
"3169","PA4161","1","NC_002516.2",4656166,4656167,"upstream"
"3170","PA4162","1","NC_002516.2",4657996,4657997,"inside"
"3171","PA4166","1","NC_002516.2",4662509,4662510,"inside"
"3172","PA4167","1","NC_002516.2",4663129,4663130,"inside"
"3173","PA4170","1","NC_002516.2",4667031,4667032,"inside"
"3174","PA4173","1","NC_002516.2",4669346,4669347,"inside"
"3175","PA4180","1","NC_002516.2",4677116,4677117,"inside"
"3176","PA4181","1","NC_002516.2",4678237,4678238,"inside"
"3177","PA4186","1","NC_002516.2",4682434,4682435,"inside"
"3178","PA4186","1","NC_002516.2",4682538,4682539,"inside"
"3179","PA4189","1","NC_002516.2",4686477,4686478,"inside"
"3180","PA4190","1","NC_002516.2",4686993,4686994,"upstream"
"3181","PA4190","1","NC_002516.2",4687347,4687348,"upstream"
"3182","PA4190","1","NC_002516.2",4687460,4687461,"upstream"
"3183","PA4190","1","NC_002516.2",4688438,4688439,"inside"
"3184","PA4195","1","NC_002516.2",4692799,4692800,"inside"
"3185","PA4204","1","NC_002516.2",4704481,4704482,"inside"
"3186","PA4205","1","NC_002516.2",4706003,4706004,"inside"
"3187","PA4207","1","NC_002516.2",4707972,4707973,"inside"
"3188","PA4208","1","NC_002516.2",4710250,4710251,"upstream"
"3189","PA4214","1","NC_002516.2",4716520,4716521,"upstream"
"3190","PA4215","1","NC_002516.2",4718376,4718377,"upstream"
"3191","PA4221","1","NC_002516.2",4726788,4726789,"inside"
"3192","PA4222","1","NC_002516.2",4728783,4728784,"upstream"
"3193","PA4225","1","NC_002516.2",4737269,4737270,"upstream"
"3194","PA4226","1","NC_002516.2",4741302,4741303,"upstream"
"3195","PA4232","1","NC_002516.2",4746862,4746863,"inside"
"3196","PA4233","1","NC_002516.2",4748355,4748356,"inside"
"3197","PA4235","1","NC_002516.2",4751077,4751078,"downstream"
"3198","PA4237","1","NC_002516.2",4754687,4754688,"upstream"
"3199","PA4262","1","NC_002516.2",4766721,4766722,"upstream"
"3200","PA4266","1","NC_002516.2",4770262,4770263,"inside"
"3201","PA4269","1","NC_002516.2",4777411,4777412,"upstream"
"3202","PA4269","1","NC_002516.2",4778422,4778423,"upstream"
"3203","PA4274","1","NC_002516.2",4782948,4782949,"inside"
"3204","PA4275","1","NC_002516.2",4783684,4783685,"inside"
"3205","PA4275","1","NC_002516.2",4783868,4783869,"upstream"
"3206","PA4279","1","NC_002516.2",4787855,4787856,"upstream"
"3207","PA4280.2","1","NC_002516.2",4791806,4791807,"upstream"
"3208","PA4285","1","NC_002516.2",4807415,4807416,"inside"
